"region","x","year"
"WORLD",14961061.7547468,2084
"AFR",1300632.29314375,2085
"ASIA",7447707.98276675,2085
"AUS",821576.618886116,2085
"EUR",1728591.15120729,2085
"LAM",1244138.51041545,2085
"NAM",2651030.44441392,2085
"WORLD",14963813.1215004,2085
"AFR",1299819.05006188,2086
"ASIA",7443910.71574296,2086
"AUS",821129.923722458,2086
"EUR",1729603.69333238,2086
"LAM",1242002.21620423,2086
"NAM",2651355.47921829,2086
"WORLD",14958190.3867034,2086
"AFR",1299006.0197512,2087
"ASIA",7440113.82335923,2087
"AUS",820683.240975174,2087
"EUR",1730616.32549933,2087
"LAM",1239865.97270719,2087
"NAM",2651680.62343565,2087
"WORLD",14952568.3683509,2087
"AFR",1298192.84840604,2088
"ASIA",7436316.63820529,2088
"AUS",820236.613074449,2088
"EUR",1731628.94130006,2088
"LAM",1237729.6511675,2088
"NAM",2652005.67937501,2088
"WORLD",14946945.8232713,2088
"AFR",1297379.7140425,2089
"ASIA",7432519.6197021,2089
"AUS",819789.913121006,2089
"EUR",1732641.49788423,2089
"LAM",1235593.39581894,2089
"NAM",2652330.82167891,2089
"WORLD",14941323.5299075,2089
"AFR",1296566.65020708,2090
"ASIA",7428722.64795853,2090
"AUS",819343.273390153,2090
"EUR",1733654.10417865,2090
"LAM",1233457.09782117,2090
"NAM",2652655.90356277,2090
"WORLD",14935701.2895942,2090
"AFR",1295501.09550699,2091
"ASIA",7423970.20494812,2091
"AUS",818719.547767556,2091
"EUR",1734454.56402144,2091
"LAM",1230474.16441628,2091
"NAM",2653091.94981345,2091
"WORLD",14927914.6263949,2091
"AFR",1294435.59476174,2092
"ASIA",7419217.73123455,2092
"AUS",818095.852937418,2092
"EUR",1735255.01961722,2092
"LAM",1227491.24125202,2092
"NAM",2653528.02242898,2092
"WORLD",14920128.0718433,2092
"AFR",1293370.0144489,2093
"ASIA",7414465.12984688,2093
"AUS",817472.127009872,2093
"EUR",1736055.44940804,2093
"LAM",1224508.34291227,2093
"NAM",2653964.02193368,2093
"WORLD",14912341.2577855,2093
